SegmentsId,ObservationTime
488728,[['16:19:00', '16:38:00']]
1414925,[['16:19:00', '16:38:00']]
1744916,[['16:19:00', '16:33:00']]
2653369,[['16:19:00', '16:33:00']]
2653382,[['16:19:00', '16:23:00']]
3740262,[['16:19:00', '16:38:00']]
3740263,[['16:19:00', '16:38:00']]
217524,[['16:23:00']]
280283,[['16:23:00', '16:28:00']]
498630,[['16:23:00', '16:33:00']]
500061,[['16:23:00', '16:43:00']]
500062,[['16:23:00']]
1205428,[['16:23:00']]
1227527,[['16:23:00', '16:38:00']]
1227710,[['16:28:00', '16:38:00']]
1227711,[['16:28:00', '16:43:00']]
1227712,[['16:28:00', '16:43:00']]
1227713,[['16:28:00', '16:43:00']]
1227714,[['16:28:00', '16:43:00']]
1996578,[['16:33:00', '16:43:00']]
2617423,[['16:33:00', '16:38:00']]
2617424,[['16:33:00', '16:38:00']]
2617425,[['16:33:00']]
3844864,[['16:33:00', '16:53:00']]
3315209,[['16:38:00']]
3315210,[['16:38:00', '16:43:00']]
3315211,[['16:38:00', '16:43:00']]
3315212,[['16:38:00', '16:43:00']]
3315213,[['16:38:00', '16:48:00']]
3315214,[['16:38:00', '16:48:00']]
3315215,[['16:38:00', '16:48:00']]
3315216,[['16:38:00', '16:48:00']]
3315217,[['16:38:00', '16:53:00']]
3315218,[['16:38:00', '16:53:00']]
3315219,[['16:38:00']]
3586440,[['16:38:00', '16:53:00']]
67264,[['16:38:00', '16:48:00']]
288090,[['16:38:00', '16:48:00']]
354231,[['16:38:00', '17:03:00']]
488853,[['16:38:00', '17:03:00'], ['20:18:00', '20:28:00'], ['22:13:00']]
488854,[['16:38:00', '17:03:00'], ['20:18:00', '20:28:00'], ['22:13:00']]
516034,[['16:38:00', '16:48:00']]
1557548,[['16:38:00', '17:03:00']]
1692408,[['16:38:00', '17:03:00']]
1930935,[['16:38:00', '16:53:00']]
1930936,[['16:38:00', '16:53:00']]
528542,[['16:43:00', '16:53:00']]
1090505,[['16:43:00', '17:03:00']]
1687812,[['16:43:00']]
2583264,[['16:43:00', '16:53:00']]
2583265,[['16:43:00', '17:08:00']]
3229784,[['16:43:00', '17:03:00']]
36876,[['16:48:00']]
123766,[['16:48:00']]
347664,[['16:48:00', '17:08:00']]
519629,[['16:48:00']]
1085678,[['16:48:00', '17:03:00']]
1085679,[['16:48:00', '17:03:00']]
3521796,[['16:48:00', '16:53:00']]
186941,[['16:53:00', '17:03:00']]
186942,[['16:53:00', '17:03:00']]
202892,[['16:53:00', '17:18:00']]
230705,[['16:53:00', '17:08:00']]
429369,[['16:53:00']]
1065098,[['16:53:00', '17:13:00']]
1078826,[['16:53:00', '17:13:00']]
3663269,[['16:53:00', '17:18:00']]
103698,[['16:58:00', '17:08:00']]
412915,[['16:58:00', '17:03:00']]
419116,[['16:58:00', '17:13:00']]
445385,[['16:58:00', '17:18:00']]
1591287,[['16:58:00', '17:03:00']]
1591288,[['16:58:00', '17:03:00']]
2584941,[['16:58:00', '17:18:00']]
4757,[['17:03:00', '17:13:00']]
234854,[['17:03:00', '17:23:00']]
356844,[['17:03:00', '17:13:00']]
877792,[['17:03:00']]
912020,[['17:03:00', '17:28:00']]
1476018,[['17:03:00', '17:18:00']]
216422,[['17:08:00']]
912025,[['17:08:00']]
1605731,[['17:08:00', '17:23:00']]
403496,[['17:13:00', '17:28:00']]
410437,[['17:13:00', '17:23:00']]
445825,[['17:13:00']]
1687907,[['17:13:00']]
31218,[['17:18:00', '17:38:00']]
38108,[['17:18:00', '17:38:00']]
38109,[['17:18:00', '17:38:00']]
55900,[['17:18:00', '17:38:00']]
290965,[['17:18:00']]
302599,[['17:18:00', '17:38:00']]
628303,[['17:18:00', '17:38:00']]
1280076,[['17:18:00', '17:43:00']]
1513101,[['17:18:00', '17:33:00']]
176478,[['17:23:00', '17:48:00']]
172148,[['17:23:00', '17:38:00']]
61211,[['17:23:00', '17:38:00']]
79666,[['17:23:00', '17:28:00']]
3765719,[['17:23:00', '17:28:00']]
2122222,[['17:23:00', '17:38:00']]
1998962,[['17:23:00', '17:28:00']]
1284333,[['17:23:00', '17:43:00']]
172149,[['17:23:00', '17:38:00']]
190471,[['17:23:00', '17:28:00']]
49461,[['17:28:00', '17:53:00']]
180163,[['17:28:00', '17:48:00']]
187677,[['17:28:00', '17:48:00']]
380469,[['17:28:00', '17:48:00']]
384428,[['17:28:00', '17:53:00']]
1209496,[['17:28:00']]
1501859,[['17:28:00', '17:33:00']]
1937756,[['17:28:00', '17:48:00']]
2003866,[['17:28:00', '17:48:00']]
2619519,[['17:28:00', '17:43:00']]
3536811,[['17:33:00', '17:48:00']]
285845,[['17:33:00', '17:53:00']]
293437,[['17:33:00']]
312964,[['17:33:00']]
344382,[['17:33:00', '17:53:00']]
396640,[['17:33:00', '17:48:00']]
655031,[['17:33:00']]
1068130,[['17:33:00', '17:53:00']]
1212175,[['17:33:00', '17:38:00']]
1381813,[['17:33:00', '17:48:00']]
1551410,[['17:33:00', '17:43:00']]
1551411,[['17:33:00', '17:48:00']]
1997021,[['17:33:00', '17:53:00']]
60631,[['17:38:00', '17:48:00']]
1559150,[['17:38:00']]
2441834,[['17:38:00', '18:03:00']]
3557566,[['17:38:00']]
1332895,[['17:43:00', '18:03:00']]
1332896,[['17:43:00', '18:08:00']]
2715801,[['17:43:00', '17:48:00']]
3659403,[['17:43:00']]
57340,[['17:43:00', '18:03:00']]
63172,[['17:43:00', '18:08:00']]
340369,[['17:43:00', '18:03:00']]
422611,[['17:43:00', '17:48:00']]
1726420,[['17:48:00', '17:53:00']]
1809282,[['17:48:00', '17:53:00']]
2153156,[['17:48:00', '18:03:00']]
2153157,[['17:48:00', '18:03:00']]
2153158,[['17:48:00', '18:03:00']]
2153159,[['17:48:00', '18:03:00']]
2153160,[['17:48:00', '18:08:00']]
2153161,[['17:48:00', '18:08:00']]
2153162,[['17:48:00', '18:08:00']]
2153163,[['17:48:00', '18:13:00']]
3530367,[['17:48:00', '17:53:00']]
32966,[['17:48:00']]
64245,[['17:48:00', '18:08:00']]
320057,[['17:48:00']]
320095,[['17:48:00']]
320096,[['17:48:00']]
329824,[['17:48:00']]
332413,[['17:48:00', '18:08:00']]
375461,[['17:48:00', '18:08:00']]
382506,[['17:48:00', '17:58:00']]
1245666,[['17:48:00', '18:08:00']]
1245671,[['17:48:00', '18:08:00']]
73721,[['17:53:00']]
166949,[['17:53:00', '18:03:00']]
242397,[['17:53:00', '18:13:00']]
296122,[['17:53:00', '17:58:00']]
490208,[['17:53:00', '18:03:00']]
495113,[['17:53:00']]
504067,[['17:53:00']]
1209706,[['17:53:00', '18:19:00']]
1955324,[['17:53:00', '17:58:00']]
2574461,[['17:53:00', '18:13:00']]
2621913,[['17:53:00', '18:03:00']]
2621914,[['17:53:00', '18:03:00']]
3541494,[['17:53:00', '18:03:00']]
3541495,[['17:53:00', '18:03:00']]
3541496,[['17:53:00', '18:03:00']]
3766193,[['17:58:00', '18:19:00']]
314131,[['17:58:00']]
386193,[['17:58:00', '18:19:00']]
386194,[['17:58:00', '18:19:00']]
523177,[['17:58:00', '18:19:00']]
637860,[['17:58:00', '18:19:00']]
903066,[['17:58:00', '18:13:00']]
1141206,[['17:58:00', '18:13:00']]
1203689,[['17:58:00', '18:19:00']]
2977452,[['17:58:00', '18:13:00']]
61507,[['18:03:00', '18:08:00']]
289282,[['18:03:00', '18:19:00']]
2147875,[['18:03:00', '18:19:00']]
2574463,[['18:03:00', '18:08:00']]
3864992,[['18:03:00', '18:19:00']]
356360,[['18:08:00', '18:13:00']]
638129,[['18:08:00', '18:19:00']]
1301162,[['18:08:00', '18:19:00']]
1344549,[['18:08:00', '18:19:00']]
1344550,[['18:08:00', '18:19:00']]
1677571,[['18:08:00', '18:19:00']]
1677572,[['18:08:00', '18:19:00']]
1899185,[['18:08:00', '18:19:00']]
1899186,[['18:08:00', '18:19:00']]
326011,[['18:13:00', '18:19:00']]
3368445,[['18:13:00', '18:19:00']]
1505665,[['18:13:00', '18:19:00']]
1658249,[['18:13:00', '18:19:00']]
1748395,[['18:13:00', '18:19:00']]
1958611,[['18:13:00', '18:19:00']]
1971224,[['18:13:00', '18:19:00']]
1992329,[['18:13:00', '18:19:00']]
2005168,[['18:13:00', '18:19:00']]
2147883,[['18:13:00', '18:19:00']]
41870,[['18:19:00']]
199385,[['18:19:00']]
290600,[['18:19:00']]
310099,[['18:19:00']]
337127,[['18:19:00']]
344969,[['18:19:00']]
409369,[['18:19:00'], ['19:48:00']]
524183,[['18:19:00']]
1065831,[['18:19:00']]
2595887,[['18:19:00']]
3141053,[['18:19:00']]
3208954,[['18:19:00']]
3365589,[['18:19:00']]
3765745,[['18:19:00']]
4273666,[['18:19:00']]
4273667,[['18:19:00']]
323051,[['18:48:00']]
58667,[['18:48:00']]
60056,[['18:48:00']]
61608,[['18:48:00']]
64506,[['18:48:00']]
185124,[['18:48:00']]
190687,[['18:48:00']]
228007,[['18:48:00']]
262694,[['18:48:00']]
271480,[['18:48:00']]
272561,[['18:48:00']]
272562,[['18:48:00']]
275701,[['18:48:00']]
292495,[['18:48:00']]
294298,[['18:48:00']]
330955,[['18:48:00']]
339065,[['18:48:00']]
374692,[['18:48:00']]
436788,[['18:48:00']]
457590,[['18:48:00']]
506068,[['18:48:00']]
1052606,[['18:48:00']]
1052607,[['18:48:00']]
1194389,[['18:48:00']]
1333556,[['18:48:00']]
1533631,[['18:48:00']]
1813181,[['18:48:00']]
1996574,[['18:48:00']]
3177829,[['18:48:00']]
3327879,[['18:48:00']]
3365600,[['18:48:00']]
3418645,[['18:48:00']]
3667227,[['18:48:00']]
3667228,[['18:48:00']]
3776713,[['18:48:00']]
3790987,[['18:48:00']]
2619608,[['19:38:00']]
3548,[['19:38:00']]
53413,[['19:38:00', '19:48:00']]
70240,[['19:38:00', '19:43:00']]
83321,[['19:38:00']]
196325,[['19:38:00', '19:53:00']]
214232,[['19:38:00']]
242422,[['19:38:00']]
242423,[['19:38:00']]
3513467,[['19:38:00']]
242424,[['19:38:00']]
293666,[['19:38:00']]
322482,[['19:38:00']]
326122,[['19:38:00']]
375965,[['19:38:00']]
399681,[['19:38:00', '19:58:00']]
523983,[['19:38:00']]
1074028,[['19:38:00', '19:48:00']]
1284246,[['19:38:00', '19:53:00']]
1284247,[['19:38:00', '19:48:00']]
1290490,[['19:38:00', '19:43:00'], ['21:33:00', '21:39:00']]
1317109,[['19:38:00', '19:43:00']]
1432985,[['19:38:00', '19:53:00']]
1448296,[['19:38:00', '19:53:00']]
1505605,[['19:38:00']]
1527172,[['19:38:00', '19:48:00']]
1754930,[['19:38:00', '19:53:00']]
2302932,[['19:38:00', '19:43:00']]
2302933,[['19:38:00', '19:43:00']]
2302934,[['19:38:00', '19:43:00']]
2576987,[['19:38:00', '19:58:00']]
30714,[['19:43:00']]
36836,[['19:43:00', '20:08:00']]
39861,[['19:43:00', '19:53:00']]
195945,[['19:43:00', '19:53:00']]
263339,[['19:43:00', '20:08:00']]
318562,[['19:43:00', '19:48:00']]
377455,[['19:43:00', '20:03:00']]
495116,[['19:43:00', '19:48:00']]
1806057,[['19:43:00']]
2581508,[['19:43:00', '20:03:00']]
258380,[['19:48:00', '20:13:00']]
645871,[['19:48:00']]
1779772,[['19:48:00', '20:03:00']]
2580832,[['19:48:00', '20:08:00']]
2585254,[['19:48:00']]
2585255,[['19:48:00']]
3144200,[['19:48:00', '20:08:00']]
3144201,[['19:48:00', '20:08:00']]
3859187,[['19:48:00', '20:08:00']]
63969,[['19:48:00', '19:58:00']]
3520482,[['19:53:00', '20:18:00']]
29487,[['19:53:00', '19:58:00']]
70389,[['19:53:00', '20:13:00']]
70390,[['19:53:00', '20:13:00']]
70391,[['19:53:00', '20:13:00']]
70392,[['19:53:00', '20:13:00']]
332933,[['19:53:00', '20:08:00']]
369591,[['19:53:00', '20:13:00']]
369592,[['19:53:00', '20:13:00']]
384339,[['19:53:00', '20:08:00']]
384340,[['19:53:00', '20:08:00']]
392251,[['19:53:00', '20:08:00']]
1549700,[['19:53:00']]
1550843,[['19:53:00', '19:58:00']]
144943,[['19:58:00', '20:23:00']]
275394,[['19:58:00', '20:08:00']]
317849,[['19:58:00', '20:18:00']]
362400,[['19:58:00', '20:18:00']]
384338,[['19:58:00', '20:08:00']]
511866,[['19:58:00', '20:08:00']]
3540683,[['19:58:00', '20:18:00']]
316610,[['20:03:00', '20:18:00']]
500853,[['20:03:00', '20:08:00']]
230160,[['20:03:00', '20:08:00']]
1071078,[['20:08:00', '20:28:00']]
1071081,[['20:08:00', '20:23:00']]
2581920,[['20:08:00']]
3171257,[['20:08:00', '20:13:00']]
183870,[['20:08:00']]
231469,[['20:08:00', '20:23:00']]
231470,[['20:08:00', '20:23:00']]
231471,[['20:08:00', '20:23:00']]
231472,[['20:08:00', '20:28:00']]
263956,[['20:08:00', '20:28:00']]
384489,[['20:08:00', '20:28:00']]
384490,[['20:08:00', '20:33:00']]
384491,[['20:08:00']]
415752,[['20:08:00', '20:28:00']]
119297,[['20:13:00', '20:33:00']]
220886,[['20:13:00', '20:33:00']]
1414967,[['20:13:00', '20:18:00']]
1692303,[['20:13:00', '20:18:00']]
1692304,[['20:13:00', '20:18:00']]
3144235,[['20:13:00', '20:33:00']]
3518205,[['20:13:00', '20:28:00']]
3518206,[['20:13:00', '20:33:00']]
3518207,[['20:13:00', '20:33:00']]
3772412,[['20:13:00', '20:33:00']]
235925,[['20:18:00', '20:43:00']]
625643,[['20:18:00', '20:33:00']]
1017566,[['20:18:00', '20:33:00']]
1405160,[['20:18:00', '20:38:00']]
1405161,[['20:18:00', '20:38:00']]
1405162,[['20:18:00']]
1480023,[['20:18:00', '20:38:00']]
1482078,[['20:18:00', '20:23:00']]
5660,[['20:23:00', '20:48:00']]
179445,[['20:23:00']]
184874,[['20:23:00', '20:43:00']]
435906,[['20:23:00', '20:43:00']]
1332744,[['20:23:00', '20:33:00']]
3570504,[['20:23:00', '20:28:00']]
1527174,[['20:23:00']]
3055777,[['20:23:00', '20:28:00']]
1350871,[['20:28:00', '20:33:00']]
3085852,[['20:28:00', '20:48:00']]
1538710,[['20:28:00', '20:48:00']]
1538709,[['20:28:00', '20:48:00']]
1225911,[['20:28:00', '20:53:00']]
1122384,[['20:28:00', '20:43:00']]
338394,[['20:28:00', '20:48:00']]
193247,[['20:28:00', '20:48:00']]
49050,[['20:28:00', '20:38:00']]
3944355,[['20:33:00', '20:58:00']]
176703,[['20:33:00', '20:53:00']]
344854,[['20:33:00', '20:38:00']]
403027,[['20:33:00']]
2124453,[['20:33:00', '20:38:00']]
5523,[['20:38:00', '20:58:00']]
201819,[['20:38:00', '20:48:00']]
228005,[['20:38:00', '20:53:00']]
228006,[['20:38:00', '20:58:00']]
288280,[['20:43:00', '21:03:00']]
324152,[['20:43:00', '20:58:00']]
367106,[['20:43:00', '21:08:00']]
912022,[['20:43:00', '21:03:00']]
920308,[['20:43:00', '21:03:00']]
1068299,[['20:43:00', '21:03:00']]
1068300,[['20:43:00']]
1538715,[['20:43:00']]
1538716,[['20:43:00', '20:48:00']]
215569,[['20:48:00', '21:08:00']]
1550506,[['20:48:00', '21:08:00']]
1551420,[['20:48:00', '20:58:00']]
2140184,[['20:48:00', '21:08:00']]
3659114,[['20:48:00', '20:53:00']]
3659115,[['20:48:00', '20:53:00']]
3817867,[['20:48:00', '20:53:00']]
50983,[['20:53:00', '21:08:00']]
69542,[['20:53:00', '21:08:00']]
69543,[['20:53:00', '21:08:00']]
383341,[['20:53:00', '21:13:00']]
359359,[['20:58:00']]
866030,[['20:58:00', '21:18:00']]
1319450,[['20:58:00', '21:13:00']]
1319451,[['20:58:00', '21:18:00']]
2441753,[['20:58:00', '21:18:00']]
4287356,[['20:58:00']]
3325279,[['21:03:00']]
170309,[['21:03:00', '21:23:00']]
485663,[['21:03:00', '21:13:00']]
517110,[['21:03:00', '21:18:00']]
2585465,[['21:03:00', '21:08:00']]
1978509,[['21:03:00', '21:23:00']]
261767,[['21:08:00', '21:28:00']]
372955,[['21:08:00', '21:28:00']]
516982,[['21:08:00', '21:33:00']]
961331,[['21:08:00', '21:28:00']]
2570111,[['21:08:00', '21:33:00']]
301997,[['21:13:00', '21:28:00']]
1280970,[['21:13:00', '21:18:00']]
1306667,[['21:13:00', '21:33:00']]
1677297,[['21:13:00']]
2005309,[['21:13:00', '21:33:00']]
3743506,[['21:18:00', '21:43:00']]
2651068,[['21:18:00', '21:33:00']]
267677,[['21:18:00', '21:39:00']]
268254,[['21:18:00', '21:39:00']]
474032,[['21:18:00', '21:39:00']]
495235,[['21:23:00', '21:43:00']]
204031,[['21:23:00', '21:48:00']]
219496,[['21:23:00', '21:28:00']]
256634,[['21:23:00', '21:39:00']]
1286252,[['21:23:00']]
3592372,[['21:28:00']]
70627,[['21:28:00', '21:48:00']]
203339,[['21:28:00']]
457207,[['21:28:00', '21:43:00']]
628276,[['21:28:00', '21:48:00']]
5322,[['21:33:00', '21:43:00']]
1034,[['21:33:00', '21:48:00']]
1035,[['21:33:00', '21:53:00']]
1036,[['21:33:00', '21:53:00']]
1037,[['21:33:00', '21:53:00']]
1038,[['21:33:00']]
275607,[['21:33:00']]
1076357,[['21:33:00']]
1290491,[['21:33:00', '21:39:00']]
7158,[['21:39:00', '21:58:00']]
314875,[['21:39:00', '21:53:00']]
1319288,[['21:39:00', '21:53:00']]
82766,[['21:43:00']]
197589,[['21:43:00', '22:03:00']]
197590,[['21:43:00', '22:08:00']]
300753,[['21:43:00', '21:53:00']]
423578,[['21:43:00']]
498844,[['21:43:00', '22:03:00']]
1076008,[['21:43:00', '22:08:00']]
3066177,[['21:48:00', '22:13:00']]
207116,[['21:48:00', '21:58:00']]
319342,[['21:48:00', '22:08:00']]
319343,[['21:48:00', '22:08:00']]
926410,[['21:48:00', '22:08:00']]
1539125,[['21:53:00', '21:58:00']]
1539126,[['21:53:00', '22:19:00']]
3579618,[['21:53:00', '21:58:00']]
171298,[['21:58:00', '22:19:00']]
194539,[['21:58:00', '22:13:00']]
333076,[['21:58:00', '22:08:00']]
333077,[['21:58:00', '22:08:00']]
1139253,[['21:58:00', '22:24:00']]
3513162,[['21:58:00']]
82767,[['22:03:00']]
82768,[['22:03:00']]
168682,[['22:03:00', '22:28:00']]
320723,[['22:03:00', '22:08:00']]
36523,[['22:08:00', '22:24:00']]
39325,[['22:08:00', '22:28:00']]
166870,[['22:08:00', '22:33:00']]
192600,[['22:08:00', '22:19:00']]
417684,[['22:08:00', '22:28:00']]
912328,[['22:08:00', '22:24:00']]
1533910,[['22:08:00', '22:33:00']]
1631855,[['22:08:00', '22:28:00']]
3469,[['22:13:00', '22:28:00']]
260959,[['22:13:00', '22:33:00']]
913754,[['22:13:00', '22:33:00']]
1541456,[['22:13:00', '22:28:00']]
1545342,[['22:13:00', '22:19:00']]
45373,[['22:19:00', '22:33:00']]
1355970,[['22:19:00']]
1355971,[['22:19:00']]
1519977,[['22:19:00', '22:33:00']]
2939112,[['22:19:00', '22:38:00']]
3751479,[['22:19:00']]
3397130,[['22:24:00', '22:44:00']]
48424,[['22:24:00', '22:44:00']]
229165,[['22:24:00', '22:44:00']]
293219,[['22:24:00', '22:44:00']]
485034,[['22:24:00', '22:38:00']]
1045669,[['22:24:00', '22:38:00']]
1045670,[['22:24:00', '22:44:00']]
1045671,[['22:24:00', '22:44:00']]
1533438,[['22:24:00', '22:44:00']]
271019,[['22:28:00', '22:38:00']]
456448,[['22:28:00', '22:48:00']]
1543473,[['22:28:00', '22:53:00']]
2575394,[['22:28:00', '22:53:00']]
268607,[['22:33:00', '22:38:00']]
268608,[['22:33:00', '22:38:00']]
1109347,[['22:33:00', '22:53:00']]
96725,[['22:38:00', '22:58:00']]
357585,[['22:38:00', '22:58:00']]
1369588,[['22:38:00', '22:44:00']]
1460354,[['22:38:00']]
1767769,[['22:38:00']]
1767770,[['22:38:00']]
3055715,[['22:38:00', '23:03:00']]
369094,[['22:44:00', '22:48:00']]
369095,[['22:44:00', '22:48:00']]
420893,[['22:48:00', '23:03:00']]
420894,[['22:48:00', '23:03:00']]
426686,[['22:48:00', '23:03:00']]
493915,[['22:48:00']]
497559,[['22:48:00', '23:08:00']]
1962970,[['22:48:00', '23:13:00']]
49819,[['22:53:00', '23:08:00']]
424405,[['22:53:00', '22:58:00']]
1951926,[['22:58:00', '23:18:00']]
3000097,[['22:58:00', '23:18:00']]
164368,[['23:08:00', '23:33:00']]
3558862,[['23:08:00', '23:13:00']]
183799,[['23:08:00', '23:29:00']]
1743313,[['23:08:00', '23:24:00']]
1743314,[['23:08:00', '23:24:00']]
1743315,[['23:08:00', '23:24:00']]
62198,[['23:13:00', '23:29:00']]
2939101,[['23:13:00', '23:33:00']]
216502,[['23:24:00', '23:33:00']]
423929,[['23:24:00', '23:33:00']]
423930,[['23:24:00', '23:33:00']]
638478,[['23:24:00', '23:39:00']]
1076010,[['23:29:00', '23:53:00']]
2581958,[['23:33:00']]
66924,[['23:33:00', '23:53:00']]
66937,[['23:33:00', '23:53:00']]
336107,[['23:39:00', '23:53:00']]
457587,[['23:39:00', '23:53:00']]
457588,[['23:39:00', '23:53:00']]
155806,[['23:43:00', '23:53:00']]
329573,[['23:43:00', '23:53:00']]
184854,[['23:43:00', '23:53:00']]
171012,[['23:48:00', '23:53:00']]
1139257,[['23:48:00', '23:53:00']]
492076,[['23:53:00']]
338201,[['23:53:00']]
